"ordinal","reviewClass","lane","id","team","slug","assetIndex","assetType","splitMode","reason","before","splitParts","existingPartMatches","projectedPartsToCreate","projectedNetAssetChange","warnings","originalRisks"
"204","manual","CDEL_manual_original_has_transaction_or_sentence_context","MIA-2021-0303","miami-dolphins","2021-1st-round-pick-12th-overall-subsequently-traded-49ers-2021","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2021 1st round pick (12th overall subsequently traded, Micah Parsons), 2022 1st round pick (29th overall subsequently traded, Cole Strange), 2023 1st round pick (29th overall subsequently traded, Bryan Bresee) and 2022 3rd round pick (102nd overall, Channing Tindall)","2021 1st round pick (12th overall subsequently traded, Micah Parsons) || 2022 1st round pick (29th overall subsequently traded, Cole Strange) || 2023 1st round pick (29th overall subsequently traded, Bryan Bresee) || 2022 3rd round pick (102nd overall, Channing Tindall)","","4","3","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"205","manual","CDEL_manual_original_has_transaction_or_sentence_context","MIA-2021-0304","philadelphia-eagles","2021-1st-round-pick-6th-overall-eagles-2021","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2021 1st round pick (12th overall subsequently traded, Micah Parsons), 2021 4th round pick (123rd overall, Zech McPhearson) and 2022 1st round pick (15th overall subsequently traded, Kenyon Green)","2021 1st round pick (12th overall subsequently traded, Micah Parsons) || 2021 4th round pick (123rd overall, Zech McPhearson) || 2022 1st round pick (15th overall subsequently traded, Kenyon Green)","","3","2","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"206","manual","CDEL_manual_original_has_transaction_or_sentence_context","CAR-2021-0073","new-york-jets","panthers-new-york-jets-trade-2021-0073","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2021 6th round pick (226th overall subsequently traded, Trey Smith), 2022 2nd round pick (38th overall subsequently traded, Arnold Ebiketie) and 2022 4th round pick (111th overall, Max Mitchell)","2021 6th round pick (226th overall subsequently traded, Trey Smith) || 2022 2nd round pick (38th overall subsequently traded, Arnold Ebiketie) || 2022 4th round pick (111th overall, Max Mitchell)","","3","2","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"207","manual","CDEL_manual_original_has_transaction_or_sentence_context","KC-2021-0266","kansas-city-chiefs","orlando-brown-jr-baltimore-ravens-2021","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","Orlando Brown Jr., 2021 2nd round pick (58th overall, Nick Bolton) and 2022 6th round pick (191st overall subsequently traded, Jalen Nailor)","Orlando Brown Jr. || 2021 2nd round pick (58th overall, Nick Bolton) || 2022 6th round pick (191st overall subsequently traded, Jalen Nailor)","","3","2","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"208","manual","CDEL_manual_original_has_transaction_or_sentence_context","KC-2021-0266","baltimore-ravens","orlando-brown-jr-baltimore-ravens-2021","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2021 1st round pick (31st overall, Odafe Oweh), 2021 3rd round pick (94th overall, Ben Cleveland), 2021 4th round pick (136th overall subsequently traded, Marco Wilson) and 2022 5th round pick (173rd overall subsequently traded, Marcus McKethan)","2021 1st round pick (31st overall, Odafe Oweh) || 2021 3rd round pick (94th overall, Ben Cleveland) || 2021 4th round pick (136th overall subsequently traded, Marco Wilson) || 2022 5th round pick (173rd overall subsequently traded, Marcus McKethan)","","4","3","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"209","manual","CDEL_manual_original_has_transaction_or_sentence_context","CHI-2021-0480","new-york-giants","2021-1st-round-pick-11th-overall-justin-fields-new-york-giants-2021","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2021 1st round pick (20th overall, Kadarius Toney), 2021 5th round pick (164th overall subsequently traded, Jamar Johnson), 2022 1st round pick (7th overall, Evan Neal) and 2022 4th round pick (112th overall, Daniel Bellinger)","2021 1st round pick (20th overall, Kadarius Toney) || 2021 5th round pick (164th overall subsequently traded, Jamar Johnson) || 2022 1st round pick (7th overall, Evan Neal) || 2022 4th round pick (112th overall, Daniel Bellinger)","","4","3","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"210","manual","CDEL_manual_original_has_transaction_or_sentence_context","MIN-2021-04-29-0288","minnesota-vikings","draft-pick-trade-new-york-jets-2021","0","pick","all","original text risks: word_glued_after_parenthetical","2021 1st round pick (23rd overall, Christian Darrisaw), 2021 3rd round pick (66th overall, Kellen Mond) and 2021 3rd round pick (86th overall, Wyatt Davis)","2021 1st round pick (23rd overall, Christian Darrisaw) || 2021 3rd round pick (66th overall, Kellen Mond) || 2021 3rd round pick (86th overall, Wyatt Davis)","","3","2","","word_glued_after_parenthetical"
"211","manual","CDEL_manual_original_has_transaction_or_sentence_context","CAR-2021-0075","carolina-panthers","panthers-chicago-bears-trade-2021-0075","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2021 2nd round pick (52nd overall subsequently traded, Jeremiah Owusu-Koramoah), 2021 3rd round pick (83rd overall, Tommy Tremble) and 2021 6th round pick (204th overall, Shi Smith)","2021 2nd round pick (52nd overall subsequently traded, Jeremiah Owusu-Koramoah) || 2021 3rd round pick (83rd overall, Tommy Tremble) || 2021 6th round pick (204th overall, Shi Smith)","","3","2","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"212","manual","CDEL_manual_original_has_transaction_or_sentence_context","CAR-2021-0078","carolina-panthers","panthers-houston-texans-trade-2021-0078","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2021 4th round pick (109th overall subsequently traded, Dez Fitzpatrick), 2021 5th round pick (158th overall, Daviyon Nixon) and 2022 4th round pick (108th overall subsequently traded, Perrion Winfrey)","2021 4th round pick (109th overall subsequently traded, Dez Fitzpatrick) || 2021 5th round pick (158th overall, Daviyon Nixon) || 2022 4th round pick (108th overall subsequently traded, Perrion Winfrey)","","3","2","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"213","manual","CDEL_manual_original_has_transaction_or_sentence_context","CIN-2021-0146","cincinnati-bengals","2021-2nd-round-pick-46th-overall-jackson-carman-2021-4th-round-pick-12","0","pick","all","original text risks: word_glued_after_parenthetical","2021 2nd round pick (46th overall, Jackson Carman), 2021 4th round pick (122nd overall, Tyler Shelvin) and 2021 4th round pick (139th overall, D'Ante Smith)","2021 2nd round pick (46th overall, Jackson Carman) || 2021 4th round pick (122nd overall, Tyler Shelvin) || 2021 4th round pick (139th overall, D'Ante Smith)","","3","2","","word_glued_after_parenthetical"
"214","manual","CDEL_manual_original_has_transaction_or_sentence_context","CAR-2021-0079","carolina-panthers","panthers-tennessee-titans-trade-2021-0079","0","pick","all","original text risks: word_glued_after_parenthetical","2021 4th round pick (126th overall, Chuba Hubbard), 2021 5th round pick (166th overall, Keith Taylor) and 2021 7th round pick (232nd overall, Phil Hoskins)","2021 4th round pick (126th overall, Chuba Hubbard) || 2021 5th round pick (166th overall, Keith Taylor) || 2021 7th round pick (232nd overall, Phil Hoskins)","","3","2","","word_glued_after_parenthetical"
"215","manual","CDEL_manual_original_has_transaction_or_sentence_context","NYG-2021-0299","new-york-giants","ben-bredeson-2022-5th-round-pick-173rd-overall-marcus-mckethan-and-2023-7th-roun","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","Ben Bredeson, 2022 5th round pick (173rd overall, Marcus McKethan) and 2023 7th round pick (240th overall subsequently traded, Derek Parish)","Ben Bredeson || 2022 5th round pick (173rd overall, Marcus McKethan) || 2023 7th round pick (240th overall subsequently traded, Derek Parish)","","3","2","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"216","manual","CDEL_manual_split_parts_not_all_strict_single_picks","SEA-2022-03-08-0225","seattle-seahawks","drew-lock-shelby-harris-noah-fant-2022-1st-roun-denver-broncos-2022","0","pick","all","one or more split parts is not a strict single-pick asset","Drew Lock, Shelby Harris, Noah Fant, 2022 1st round pick (9th overall, Charles Cross), 2022 2nd round pick (40th overall, Boye Mafe), 2023 1st round pick (5th overall, Devon Witherspoon), 2023 2nd round pick (37th overall, Derick Hall)","Drew Lock || Shelby Harris || Noah Fant || 2022 1st round pick (9th overall, Charles Cross) || 2022 2nd round pick (40th overall, Boye Mafe) || 2023 1st round pick (5th overall, Devon Witherspoon) || 2023 2nd round pick (37th overall, Derick Hall)","","7","6","",""
"217","manual","CDEL_manual_original_has_transaction_or_sentence_context","SEA-2022-03-08-0225","seattle-seahawks","drew-lock-shelby-harris-noah-fant-2022-1st-roun-denver-broncos-2022","2","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","Drew Lock, Shelby Harris, Noah Fant, 2022 1st round pick (9th overall, Charles Cross), 2022 2nd round pick (40th overall, Boye Mafe), 2023 1st round pick (5th overall, Devon Witherspoon), 2023 2nd round pick (37th overall, Derick Hall) and 2022 5th round pick (145th overall subsequently traded, Darian Kinnard)","Drew Lock || Shelby Harris || Noah Fant || 2022 1st round pick (9th overall, Charles Cross) || 2022 2nd round pick (40th overall, Boye Mafe) || 2023 1st round pick (5th overall, Devon Witherspoon) || 2023 2nd round pick (37th overall, Derick Hall) || 2022 5th round pick (145th overall subsequently traded, Darian Kinnard)","2022 5th round pick (145th overall subsequently traded, Darian Kinnard) => [1] 2022 5th round pick (145th overall subsequently traded, Darian Kinnard)","7","6","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"218","manual","CDEL_manual_original_has_transaction_or_sentence_context","IND-2022-0372","indianapolis-colts","2022-2nd-round-pick-42nd-overall-subsequently-traded-andrew-booth-2022-3rd-round","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2022 2nd round pick (42nd overall subsequently traded, Andrew Booth), 2022 3rd round pick (73rd overall, Jelani Woods) and 2023 3rd round pick (79th overall, Josh Downs)","2022 2nd round pick (42nd overall subsequently traded, Andrew Booth) || 2022 3rd round pick (73rd overall, Jelani Woods) || 2023 3rd round pick (79th overall, Josh Downs)","","3","2","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"219","manual","CDEL_manual_original_has_transaction_or_sentence_context","IND-2022-0372","washington-commanders","2022-2nd-round-pick-42nd-overall-subsequently-traded-andrew-booth-2022-3rd-round","0","pick","all","original text risks: word_glued_after_parenthetical","Carson Wentz, 2022 2nd round pick (47th overall, Phidarian Mathis) and 2022 7th round pick (240th overall, Christian Holmes)","Carson Wentz || 2022 2nd round pick (47th overall, Phidarian Mathis) || 2022 7th round pick (240th overall, Christian Holmes)","","3","2","","word_glued_after_parenthetical"
"220","manual","CDEL_manual_original_has_transaction_or_sentence_context","CLE-2022-0445","houston-texans","deshaun-watson-and-2024-6th-round-pick-203rd-overall-subsequently-traded-will-re","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2022 1st round pick (13th overall subsequently traded, Jordan Davis), 2023 1st round pick (12th overall subsequently traded, Jahmyr Gibbs), 2024 1st round pick (23rd overall subsequently traded, Brian Thomas), 2023 3rd round pick (73rd overall subsequently traded, Jalin Hyatt), 2024 4th round pick (123rd overall, Cade Stover) and 2022 4th round pick (107th overall, Dameon Pierce)","2022 1st round pick (13th overall subsequently traded, Jordan Davis) || 2023 1st round pick (12th overall subsequently traded, Jahmyr Gibbs) || 2024 1st round pick (23rd overall subsequently traded, Brian Thomas) || 2023 3rd round pick (73rd overall subsequently traded, Jalin Hyatt) || 2024 4th round pick (123rd overall, Cade Stover) || 2022 4th round pick (107th overall, Dameon Pierce)","","6","5","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"221","manual","CDEL_manual_original_has_transaction_or_sentence_context","MIA-2022-0311","kansas-city-chiefs","tyreek-hill-chiefs-2022","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2022 1st round pick (29th overall subsequently traded, Cole Strange), 2022 2nd round pick (50th overall subsequently traded, Tyquan Thornton), 2022 4th round pick (121st overall subsequently traded, Jack Jones), 2023 4th round pick (122nd overall subsequently traded, Jon Gaines) and 2023 6th round pick (178th overall subsequently traded, Eric Scott)","2022 1st round pick (29th overall subsequently traded, Cole Strange) || 2022 2nd round pick (50th overall subsequently traded, Tyquan Thornton) || 2022 4th round pick (121st overall subsequently traded, Jack Jones) || 2023 4th round pick (122nd overall subsequently traded, Jon Gaines) || 2023 6th round pick (178th overall subsequently traded, Eric Scott)","","5","4","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
